epoch,time,train/box_loss,train/cls_loss,train/dfl_loss,metrics/precision(B),metrics/recall(B),metrics/mAP50(B),metrics/mAP50-95(B),val/box_loss,val/cls_loss,val/dfl_loss,lr/pg0,lr/pg1,lr/pg2
182,32178.6,0.71295,0.42813,0.96113,0.97091,0.96732,0.98593,0.85379,0.64465,0.31349,0.9035,0.00347115,0.00347115,0.00347115
183,32361.5,0.71305,0.42588,0.96083,0.97093,0.96706,0.98579,0.85626,0.64414,0.31315,0.90335,0.00342211,0.00342211,0.00342211
184,32544,0.70832,0.42201,0.96004,0.97121,0.9672,0.98576,0.85589,0.64363,0.31305,0.90316,0.00337325,0.00337325,0.00337325
185,32726.9,0.71012,0.42471,0.95869,0.97098,0.96708,0.98566,0.855,0.64306,0.31307,0.90299,0.00332457,0.00332457,0.00332457
186,32908.6,0.70175,0.41853,0.95389,0.97098,0.96704,0.9858,0.85473,0.64244,0.31285,0.90278,0.00327608,0.00327608,0.00327608
187,33090.6,0.70262,0.41912,0.95428,0.97119,0.96685,0.98575,0.85408,0.64192,0.31274,0.90254,0.00322778,0.00322778,0.00322778
188,33272.5,0.70193,0.41701,0.95569,0.97118,0.96688,0.9858,0.85503,0.64135,0.31257,0.90231,0.00317969,0.00317969,0.00317969
189,33454.9,0.70274,0.41973,0.95385,0.97117,0.9669,0.98583,0.85435,0.6407,0.31227,0.902,0.0031318,0.0031318,0.0031318
190,33637,0.70079,0.41597,0.95565,0.97125,0.96684,0.98581,0.85458,0.64005,0.31195,0.90179,0.00308412,0.00308412,0.00308412
191,33819.4,0.70122,0.41788,0.95229,0.9714,0.96676,0.98585,0.85536,0.63936,0.31165,0.90151,0.00303665,0.00303665,0.00303665
192,34001.3,0.69551,0.41659,0.95131,0.97134,0.96671,0.98589,0.85457,0.63875,0.31151,0.90124,0.00298941,0.00298941,0.00298941
193,34183.5,0.69525,0.41758,0.95296,0.97128,0.96686,0.98596,0.85786,0.63815,0.3113,0.90107,0.00294239,0.00294239,0.00294239
194,34365.8,0.69144,0.41226,0.95119,0.97165,0.96713,0.98608,0.85701,0.63742,0.31128,0.90074,0.00289561,0.00289561,0.00289561
195,34547.6,0.69103,0.41342,0.95154,0.97159,0.96702,0.98608,0.85819,0.63661,0.31106,0.90046,0.00284906,0.00284906,0.00284906
196,34730.1,0.68801,0.40925,0.95117,0.97146,0.96707,0.98613,0.8589,0.63603,0.31096,0.90014,0.00280275,0.00280275,0.00280275
197,34912.5,0.68956,0.41234,0.95299,0.97151,0.96703,0.98602,0.85897,0.63557,0.31081,0.89994,0.00275668,0.00275668,0.00275668
198,35095.3,0.68623,0.40935,0.95118,0.97143,0.96702,0.98607,0.86023,0.63497,0.31092,0.89968,0.00271087,0.00271087,0.00271087
199,35277.7,0.68815,0.41038,0.95009,0.97134,0.96703,0.98606,0.85951,0.63416,0.31083,0.89941,0.00266532,0.00266532,0.00266532
200,35459.8,0.68067,0.40785,0.94786,0.97126,0.96696,0.98605,0.86194,0.63357,0.31096,0.89912,0.00262003,0.00262003,0.00262003
201,35642.3,0.68197,0.40365,0.94781,0.97156,0.96676,0.98608,0.86149,0.63268,0.3107,0.89877,0.002575,0.002575,0.002575
202,35824.4,0.67995,0.40116,0.94771,0.97143,0.96689,0.98607,0.86137,0.63217,0.31071,0.8986,0.00253024,0.00253024,0.00253024
203,36006.4,0.67779,0.40048,0.94593,0.97117,0.96684,0.9859,0.86012,0.63143,0.31059,0.89837,0.00248577,0.00248577,0.00248577
204,36188.9,0.6808,0.40629,0.94692,0.97127,0.96668,0.98588,0.86145,0.63085,0.31038,0.89819,0.00244157,0.00244157,0.00244157
205,36371.7,0.67917,0.40489,0.94693,0.97137,0.96651,0.98586,0.86061,0.63021,0.31021,0.89796,0.00239766,0.00239766,0.00239766
206,36553.7,0.67454,0.40117,0.94661,0.97145,0.96682,0.98609,0.86223,0.6297,0.30974,0.89779,0.00235404,0.00235404,0.00235404
207,36737.1,0.67435,0.40092,0.94508,0.97171,0.96629,0.98616,0.86175,0.62916,0.31008,0.89765,0.00231071,0.00231071,0.00231071
208,36919,0.67448,0.40345,0.94603,0.97201,0.96638,0.98623,0.8622,0.62874,0.31029,0.89752,0.00226769,0.00226769,0.00226769
209,37102.3,0.66829,0.39606,0.94314,0.97189,0.96617,0.98621,0.86255,0.62824,0.31013,0.89729,0.00222497,0.00222497,0.00222497
210,37284.6,0.66922,0.39684,0.94421,0.97191,0.96634,0.98636,0.8619,0.6276,0.30986,0.8971,0.00218256,0.00218256,0.00218256
211,37466.8,0.66284,0.39215,0.94143,0.97225,0.96632,0.98637,0.86264,0.62696,0.30978,0.89693,0.00214046,0.00214046,0.00214046
212,37650.1,0.66705,0.3947,0.94311,0.97222,0.96655,0.98612,0.86312,0.62636,0.30961,0.89677,0.00209869,0.00209869,0.00209869
213,37832.8,0.66477,0.39403,0.94064,0.97213,0.9668,0.98615,0.86338,0.62577,0.3097,0.8966,0.00205723,0.00205723,0.00205723
214,38016.3,0.66393,0.39604,0.9411,0.97204,0.96714,0.98614,0.86474,0.62525,0.3094,0.89644,0.00201611,0.00201611,0.00201611
215,38198.8,0.66138,0.39203,0.93985,0.97166,0.96721,0.98611,0.86396,0.6247,0.30929,0.89634,0.00197532,0.00197532,0.00197532
216,38381.5,0.65935,0.39478,0.94042,0.97186,0.96716,0.98635,0.86428,0.62423,0.30922,0.89626,0.00193486,0.00193486,0.00193486
217,38564.5,0.6564,0.38953,0.93747,0.97198,0.96725,0.98619,0.86463,0.62385,0.30922,0.89613,0.00189475,0.00189475,0.00189475
218,38747.4,0.65605,0.39054,0.93939,0.97184,0.96743,0.98634,0.8652,0.62323,0.30914,0.89597,0.00185498,0.00185498,0.00185498
219,38930,0.65563,0.38989,0.93812,0.97209,0.96728,0.98638,0.86494,0.62276,0.30915,0.89582,0.00181557,0.00181557,0.00181557
220,39112.1,0.65064,0.38353,0.93583,0.97225,0.96738,0.9863,0.86582,0.62235,0.309,0.89565,0.00177651,0.00177651,0.00177651
221,39294.8,0.65226,0.38518,0.93671,0.97208,0.96743,0.98628,0.86596,0.62184,0.30876,0.89535,0.0017378,0.0017378,0.0017378
222,39477.6,0.64813,0.38125,0.93528,0.97223,0.96736,0.98634,0.86645,0.62135,0.30875,0.89522,0.00169946,0.00169946,0.00169946
223,39660.2,0.6435,0.37949,0.93272,0.97227,0.96734,0.98636,0.8663,0.62092,0.30857,0.89508,0.00166149,0.00166149,0.00166149
224,39843.3,0.64523,0.37864,0.93388,0.97205,0.96727,0.98631,0.86624,0.62048,0.30844,0.8949,0.00162389,0.00162389,0.00162389
225,40026.1,0.64476,0.38006,0.93347,0.97232,0.96757,0.98645,0.86632,0.62,0.30827,0.89471,0.00158667,0.00158667,0.00158667
226,40209.1,0.64491,0.38151,0.9321,0.97215,0.96744,0.98639,0.86572,0.61965,0.30825,0.89454,0.00154982,0.00154982,0.00154982
227,40391.9,0.64104,0.37762,0.93272,0.97209,0.96725,0.9865,0.866,0.61925,0.30822,0.89447,0.00151336,0.00151336,0.00151336
228,40574.5,0.64074,0.37684,0.93341,0.97212,0.96727,0.9865,0.8675,0.61879,0.30798,0.89434,0.00147729,0.00147729,0.00147729
229,40757.4,0.63568,0.37425,0.93138,0.97224,0.96729,0.98648,0.86602,0.61833,0.30791,0.89424,0.00144161,0.00144161,0.00144161
230,40940.3,0.63427,0.3736,0.93065,0.97249,0.96731,0.98653,0.86516,0.6179,0.3078,0.89415,0.00140632,0.00140632,0.00140632
231,41123.6,0.63552,0.37507,0.92981,0.97246,0.96736,0.98649,0.86548,0.61741,0.30773,0.89398,0.00137143,0.00137143,0.00137143
232,41306.6,0.63245,0.3731,0.92852,0.97248,0.96752,0.98651,0.86697,0.61698,0.30752,0.89381,0.00133695,0.00133695,0.00133695
233,41488.8,0.63145,0.37093,0.92815,0.97247,0.96751,0.98653,0.86709,0.61653,0.30745,0.89367,0.00130287,0.00130287,0.00130287
234,41671.3,0.63044,0.36993,0.92783,0.97257,0.96745,0.98639,0.86736,0.61601,0.30768,0.89353,0.00126921,0.00126921,0.00126921
235,41853.4,0.62901,0.37144,0.92817,0.97247,0.96732,0.98638,0.86656,0.61562,0.3076,0.89344,0.00123596,0.00123596,0.00123596
236,42035.6,0.62781,0.37004,0.92838,0.97272,0.96757,0.98644,0.86775,0.61528,0.30748,0.89341,0.00120313,0.00120313,0.00120313
237,42217.9,0.62214,0.36361,0.92401,0.97262,0.96781,0.98642,0.8674,0.61488,0.30744,0.89327,0.00117072,0.00117072,0.00117072
238,42400.3,0.62226,0.36603,0.92532,0.97276,0.9679,0.98648,0.86858,0.6143,0.30715,0.89311,0.00113873,0.00113873,0.00113873
239,42583.3,0.62396,0.36531,0.92521,0.97266,0.96795,0.98648,0.86944,0.61382,0.30716,0.89297,0.00110718,0.00110718,0.00110718
240,42766.9,0.62173,0.36733,0.92306,0.97347,0.96803,0.98647,0.8685,0.61352,0.307,0.89287,0.00107605,0.00107605,0.00107605
241,42949.6,0.62531,0.36846,0.92783,0.9736,0.96796,0.98656,0.869,0.61312,0.30696,0.89283,0.00104537,0.00104537,0.00104537
242,43132.3,0.62247,0.36638,0.92612,0.97354,0.96797,0.98655,0.86937,0.61282,0.3071,0.89286,0.00101512,0.00101512,0.00101512
243,43315.2,0.6204,0.3626,0.92546,0.97377,0.96777,0.98652,0.86963,0.6123,0.3071,0.8927,0.000985311,0.000985311,0.000985311
244,43497.8,0.61657,0.36041,0.92259,0.97381,0.96772,0.9865,0.87026,0.61193,0.3072,0.89253,0.000955951,0.000955951,0.000955951
245,43681.2,0.61838,0.36349,0.92489,0.97372,0.96768,0.98645,0.86981,0.61147,0.3071,0.89246,0.00092704,0.00092704,0.00092704
246,43864.9,0.61851,0.36217,0.92665,0.9736,0.96771,0.98639,0.86976,0.61127,0.30717,0.89248,0.000898581,0.000898581,0.000898581
247,44049.5,0.61381,0.36176,0.92318,0.97359,0.96761,0.98655,0.86989,0.6109,0.30716,0.89242,0.000870577,0.000870577,0.000870577
248,44232.1,0.61098,0.35856,0.92239,0.97355,0.96764,0.98654,0.87005,0.61042,0.30721,0.89223,0.000843031,0.000843031,0.000843031
249,44415.7,0.60958,0.35608,0.92055,0.97372,0.96752,0.98654,0.87166,0.61005,0.30728,0.8922,0.000815947,0.000815947,0.000815947
250,44599.1,0.60991,0.35962,0.923,0.97381,0.96751,0.98654,0.8715,0.60975,0.30737,0.89217,0.000789327,0.000789327,0.000789327
251,44782.5,0.61008,0.35884,0.92241,0.97403,0.96746,0.98652,0.87198,0.6093,0.30738,0.89205,0.000763174,0.000763174,0.000763174
252,44966,0.61146,0.3609,0.92239,0.97423,0.96748,0.98656,0.87297,0.60899,0.3073,0.89201,0.000737492,0.000737492,0.000737492
253,45150.1,0.60403,0.35385,0.9201,0.97412,0.96733,0.98657,0.87313,0.60853,0.30736,0.89189,0.000712282,0.000712282,0.000712282
254,45333.9,0.60554,0.3559,0.9207,0.97392,0.96715,0.98653,0.87317,0.60829,0.30749,0.8919,0.000687548,0.000687548,0.000687548
255,45518.3,0.60473,0.35637,0.92091,0.97428,0.96726,0.98656,0.8745,0.60801,0.30756,0.89186,0.000663292,0.000663292,0.000663292
256,45703.4,0.60231,0.35331,0.91837,0.97427,0.96741,0.98654,0.87437,0.60767,0.30765,0.89174,0.000639518,0.000639518,0.000639518
257,45886.9,0.60224,0.35193,0.91973,0.97425,0.9674,0.98652,0.87384,0.60708,0.30758,0.89143,0.000616227,0.000616227,0.000616227
258,46071.2,0.60345,0.3529,0.91977,0.97439,0.96731,0.98653,0.87424,0.60673,0.30767,0.89136,0.000593422,0.000593422,0.000593422
259,46254.8,0.59951,0.35059,0.91787,0.97432,0.96732,0.98653,0.87493,0.60634,0.30754,0.89125,0.000571106,0.000571106,0.000571106
260,46439.4,0.59985,0.35058,0.91979,0.97458,0.96714,0.98654,0.87512,0.60615,0.30744,0.89132,0.000549281,0.000549281,0.000549281
261,46622.8,0.59581,0.34724,0.91573,0.97463,0.96701,0.98649,0.87522,0.60585,0.30721,0.89124,0.00052795,0.00052795,0.00052795
262,46806.7,0.60063,0.35258,0.91851,0.97477,0.96693,0.9865,0.87625,0.60542,0.30704,0.89119,0.000507115,0.000507115,0.000507115
263,46991.2,0.59448,0.34792,0.91594,0.97475,0.96697,0.98649,0.87596,0.60515,0.30679,0.89113,0.000486777,0.000486777,0.000486777
264,47174.6,0.5921,0.34794,0.91484,0.9748,0.96697,0.98646,0.87617,0.60504,0.30677,0.89113,0.000466941,0.000466941,0.000466941
265,47357.6,0.59733,0.35207,0.91876,0.97482,0.96687,0.98628,0.87656,0.60474,0.30665,0.89106,0.000447606,0.000447606,0.000447606
266,47541.8,0.59734,0.35304,0.91875,0.97493,0.96677,0.98626,0.87614,0.60453,0.30659,0.89105,0.000428777,0.000428777,0.000428777
267,47725.9,0.59186,0.3453,0.91418,0.9749,0.96678,0.98627,0.87674,0.60414,0.30633,0.89096,0.000410454,0.000410454,0.000410454
268,47908.7,0.59042,0.34508,0.91522,0.97499,0.9667,0.98625,0.87674,0.6039,0.30636,0.89092,0.00039264,0.00039264,0.00039264
269,48091.6,0.59395,0.34827,0.91709,0.97496,0.96674,0.98625,0.87687,0.60354,0.30604,0.89078,0.000375337,0.000375337,0.000375337
270,48273.2,0.58973,0.3462,0.91497,0.97501,0.96673,0.98622,0.87723,0.60328,0.30589,0.89073,0.000358546,0.000358546,0.000358546
271,48455.4,0.59146,0.34783,0.91625,0.97506,0.96673,0.98623,0.87813,0.6031,0.30557,0.89074,0.00034227,0.00034227,0.00034227
272,48637.2,0.58778,0.34425,0.91503,0.9751,0.9667,0.98623,0.87807,0.60284,0.3053,0.89076,0.00032651,0.00032651,0.00032651
273,48818.9,0.59407,0.34926,0.91601,0.97512,0.96691,0.98623,0.87766,0.60256,0.30517,0.89071,0.000311268,0.000311268,0.000311268
274,49000.2,0.58539,0.34216,0.91405,0.97531,0.9668,0.98619,0.8791,0.60221,0.30483,0.89064,0.000296546,0.000296546,0.000296546
275,49183,0.58755,0.34556,0.91433,0.97521,0.9669,0.98618,0.87894,0.60201,0.30459,0.8906,0.000282345,0.000282345,0.000282345
276,49366.6,0.58782,0.34546,0.91351,0.97523,0.96689,0.98621,0.87942,0.60155,0.30435,0.89051,0.000268667,0.000268667,0.000268667
277,49550.5,0.58477,0.34228,0.91139,0.97528,0.9669,0.98619,0.87957,0.60121,0.30419,0.8904,0.000255513,0.000255513,0.000255513
278,49734.5,0.58692,0.34178,0.91244,0.97532,0.96693,0.98619,0.8793,0.60093,0.30418,0.89029,0.000242885,0.000242885,0.000242885
279,49918.1,0.58371,0.34132,0.9141,0.9752,0.96668,0.98615,0.87948,0.60057,0.30387,0.8902,0.000230784,0.000230784,0.000230784
280,50101.6,0.58583,0.34411,0.91481,0.97527,0.96661,0.98613,0.87952,0.60003,0.30363,0.88998,0.000219212,0.000219212,0.000219212
281,50285.2,0.58291,0.34036,0.91149,0.97531,0.96665,0.98615,0.8794,0.59977,0.30339,0.88995,0.000208169,0.000208169,0.000208169
282,50469.5,0.57784,0.33759,0.91143,0.97507,0.9669,0.98613,0.87886,0.59953,0.30348,0.88995,0.000197658,0.000197658,0.000197658
283,50653.5,0.58297,0.33901,0.91223,0.9751,0.96691,0.98612,0.87885,0.59914,0.3035,0.8899,0.000187678,0.000187678,0.000187678
284,50837.3,0.58132,0.33823,0.9118,0.97546,0.96643,0.9861,0.87924,0.59882,0.30343,0.88977,0.000178232,0.000178232,0.000178232
285,51020.7,0.58093,0.34117,0.91189,0.9755,0.96645,0.98607,0.87896,0.59861,0.3032,0.88978,0.00016932,0.00016932,0.00016932
286,51274.1,0.47962,0.22651,0.86228,0.97551,0.96641,0.98631,0.87898,0.59846,0.30297,0.8898,0.000160943,0.000160943,0.000160943
287,51456.4,0.47027,0.22277,0.85876,0.9756,0.96638,0.98632,0.87822,0.59803,0.30289,0.88985,0.000153102,0.000153102,0.000153102
288,51636.8,0.46532,0.22153,0.85702,0.97566,0.96638,0.98627,0.87897,0.59783,0.3029,0.88986,0.000145798,0.000145798,0.000145798
289,51817.1,0.4613,0.2197,0.85604,0.97574,0.96635,0.98624,0.8791,0.59761,0.3029,0.88988,0.000139032,0.000139032,0.000139032
290,51998.5,0.46452,0.22098,0.85792,0.97586,0.96617,0.9862,0.87939,0.59739,0.30286,0.88987,0.000132805,0.000132805,0.000132805
291,52179.1,0.458,0.21863,0.8538,0.9759,0.96615,0.98622,0.8802,0.5972,0.30265,0.89002,0.000127117,0.000127117,0.000127117
292,52359.9,0.45582,0.21803,0.85448,0.97613,0.96629,0.98625,0.87981,0.59693,0.30251,0.88999,0.000121968,0.000121968,0.000121968
293,52610.2,0.45203,0.21605,0.85162,0.97615,0.96626,0.98628,0.87981,0.59672,0.30242,0.89,0.00011736,0.00011736,0.00011736
294,52800.5,0.45525,0.21726,0.854,0.97606,0.9661,0.9863,0.88067,0.59649,0.30225,0.89002,0.000113293,0.000113293,0.000113293
295,52982.2,0.45222,0.21593,0.85293,0.97607,0.96609,0.98608,0.87961,0.59628,0.30207,0.89002,0.000109768,0.000109768,0.000109768
296,53162.8,0.45401,0.21742,0.85531,0.97595,0.96606,0.98626,0.87981,0.59608,0.30185,0.89013,0.000106784,0.000106784,0.000106784
297,53343.7,0.44767,0.21443,0.85101,0.97615,0.96617,0.98633,0.87971,0.59579,0.30148,0.89008,0.000104342,0.000104342,0.000104342
298,53524.2,0.45109,0.21657,0.8531,0.97595,0.96598,0.98627,0.87894,0.59557,0.30131,0.89018,0.000102443,0.000102443,0.000102443
299,53704.4,0.4492,0.21528,0.85205,0.97165,0.97026,0.98627,0.87937,0.59525,0.3008,0.89016,0.000101086,0.000101086,0.000101086
300,53884.8,0.44894,0.21557,0.84975,0.97163,0.96999,0.98622,0.87886,0.5951,0.30053,0.89015,0.000100271,0.000100271,0.000100271
